Devices
1000
,,Myon - Voltage,,,,,,,,,,,,,
Frame,Sub Frame,GC-M,TA,SOL,VM,VL,RF,BF,ST,GLUT-M,EO,Gracilis,GC-L,Semimembranosus
,,V,V,V,V,V,V,V,V,V,V,V,V,V
23,3,0.0228882,0.038147,0.0204468,-0.265808,0.0228882,0.0152588,0.0189209,0.0247192,0.0198364,0.743103,-0.0250244,0.0274658,-0.0140381
23,4,0.0289917,0.0393677,0.0308228,-2.51312,0.0161743,0.00793457,0.0259399,0.0338745,0.0140381,0.83374,-0.0567627,0.0411987,0.0512695
24,0,0.0314331,0.0210571,0.015564,-3.18817,0.0115967,0.0247192,0.0344849,0.0280762,-0.00854492,0.775757,-0.0338745,0.0268555,0.0378418
24,1,0.010376,-0.00152588,0.0167847,-3.1958,-0.0543213,0.0198364,0.0131226,-0.0213623,0.0299072,0.731201,-0.0299072,0.0268555,0.0283813
24,2,0.0299072,0.0256348,0.0256348,-3.17444,0.032959,0.0128174,0.0305176,0.0296021,0.0100708,0.663452,-0.0363159,0.0350952,0.0390625
24,3,0.0863647,0.0271606,0.0161743,-3.06549,0.00976562,0.00976562,0.0509644,0.0366211,0.0262451,-0.127869,-0.0216675,0.03479,0.0317383
24,4,0.0354004,0.0421143,0.0137329,-3.05298,0.00274658,0.0299072,0.0137329,0.0283813,0.0167847,-0.113831,-0.00701904,0.045166,0.0683594
25,0,0.0387573,0.0506592,0.0195312,-2.9599,-0.0262451,0.00579834,-0.0405884,0.0250244,0.0448608,-0.26062,-0.0280762,0.022583,0.0283813
25,1,0.0500488,0.0393677,0.0219727,-2.90222,0.012207,-0.00152588,0.0180054,0.0256348,0.0357056,-0.190735,-0.0186157,0.0271606,0.0228882
25,2,0.0115967,0.03479,0.00427246,-2.85614,0.0195312,0.00946045,0.0708008,0.0177002,0.0378418,-0.124817,-0.0292969,0.0143433,-0.0250244
25,3,0.0247192,0.0323486,0.0317383,-2.7713,0.0149536,0.0134277,0.0195312,0.0256348,-0.00915527,-0.63324,-0.0585938,0.0143433,0.0131226
25,4,0.0445557,0.0473022,0.0286865,-2.70233,0.0167847,0.0231934,0.0164795,0.0289917,0.0143433,-0.410767,-0.0384521,0.0814819,0.0234985
26,0,0.015564,0.0234985,0.0314331,-2.61749,0.0128174,-0.0357056,0.0241089,0.0228882,0.0106812,-0.525513,-0.0305176,0.0430298,0.0100708
26,1,0.0515747,-0.012207,0.0253296,3.29071,0.00518799,0.0231934,0.00274658,0.0195312,0.0192261,-0.151672,-0.0299072,0.0317383,0.0247192
26,2,0.0296021,0.000915527,0.0790405,3.2959,0.0186157,-0.0558472,0.0210571,0.0161743,0.0250244,0.482178,-0.0317383,0.0228882,0.0283813
26,3,0.020752,-0.00457764,0.015564,3.31818,0.03479,0.0088501,-0.0253296,0.0247192,0.0274658,0.106201,-0.032959,0.0335693,0.0299072
26,4,0.0265503,0.0335693,0.0393677,3.32092,-0.00457764,-0.00793457,0.0360107,0.0189209,0.0360107,0.0982666,-0.0216675,0.00396729,0.0219727
27,0,0.0299072,0.0289917,0.0256348,3.30536,0.038147,0.0125122,0.000610352,0.00396729,0.0292969,0.260925,-0.0213623,0.0292969,0.0308228
27,1,0.0280762,0.0283813,0.0421143,3.30353,0.043335,0.00579834,0.0109863,0.0280762,0.00579834,0.593872,-0.0305176,0.0234985,0.0234985
27,2,0.0408936,0.0158691,0.0439453,1.95312,0.00274658,0.0170898,0.0112915,0.0296021,0.022583,1.34155,-0.0326538,0.0363159,0.0234985
27,3,0.0564575,0.0476074,0.0250244,0.260925,0.0344849,0.000915527,0.0186157,0.0234985,0.0289917,1.70837,-0.0396729,0.0384521,0.0231934
27,4,0.0204468,0.0143433,0.0192261,-1.77521,0.00518799,0.0222778,0.0167847,0.0131226,0.0314331,1.62323,-0.0390625,0.0390625,0.0299072
